,9,10,11,12
2019-03-28 05:00:00+01:00,40.15,40.15,40.15,35.53
2019-03-28 06:00:00+01:00,41.0,41.0,41.0,39.18
2019-03-28 07:00:00+01:00,42.49,42.49,42.49,44.5
2019-03-28 08:00:00+01:00,42.6,42.6,42.6,56.59
2019-03-28 09:00:00+01:00,42.26,42.26,42.26,55.91
2019-03-28 10:00:00+01:00,42.12,42.12,42.12,45.0
2019-03-28 11:00:00+01:00,41.62,41.62,41.62,38.19
2019-03-28 12:00:00+01:00,41.18,41.18,41.18,37.47
2019-03-28 13:00:00+01:00,41.08,41.08,41.08,37.18
2019-03-28 14:00:00+01:00,40.78,40.78,40.78,36.25
2019-03-28 15:00:00+01:00,40.79,40.79,40.79,36.0
2019-03-28 16:00:00+01:00,41.17,41.17,41.17,36.57
2019-03-28 17:00:00+01:00,41.15,41.15,41.15,40.29
2019-03-28 18:00:00+01:00,41.27,41.27,41.27,50.4
2019-03-28 19:00:00+01:00,41.42,41.42,41.42,61.69
2019-03-28 20:00:00+01:00,41.23,41.23,41.23,62.07
2019-03-28 21:00:00+01:00,41.37,41.37,41.37,46.0
2019-03-28 22:00:00+01:00,41.28,41.28,41.28,40.08
2019-03-28 23:00:00+01:00,40.41,40.41,40.41,34.63
2019-03-29 00:00:00+01:00,39.59,39.59,39.59,39.94
2019-03-29 01:00:00+01:00,38.41,38.41,38.41,37.0
2019-03-29 02:00:00+01:00,38.33,38.33,38.33,34.45
2019-03-29 03:00:00+01:00,38.42,38.42,38.42,34.64
2019-03-29 04:00:00+01:00,38.52,38.52,38.52,33.5
2019-03-29 05:00:00+01:00,39.93,39.93,39.93,36.0
2019-03-29 06:00:00+01:00,41.19,41.19,41.19,40.23
2019-03-29 07:00:00+01:00,41.47,41.47,41.47,44.73
2019-03-29 08:00:00+01:00,41.45,41.45,41.45,50.49
2019-03-29 09:00:00+01:00,41.16,41.16,41.16,49.25
2019-03-29 10:00:00+01:00,39.9,39.9,39.9,46.0
2019-03-29 11:00:00+01:00,39.27,39.27,39.27,39.0
2019-03-29 12:00:00+01:00,38.5,38.5,38.5,38.3
2019-03-29 13:00:00+01:00,38.12,38.12,38.12,39.0
2019-03-29 14:00:00+01:00,38.43,38.43,38.43,38.3
2019-03-29 15:00:00+01:00,38.12,38.12,38.12,37.0
2019-03-29 16:00:00+01:00,39.25,39.25,39.25,38.01
2019-03-29 17:00:00+01:00,39.91,39.91,39.91,43.28
2019-03-29 18:00:00+01:00,40.07,40.07,40.07,49.42
2019-03-29 19:00:00+01:00,39.87,39.87,39.87,66.95
2019-03-29 20:00:00+01:00,39.93,39.93,39.93,69.29
2019-03-29 21:00:00+01:00,40.09,40.09,40.09,48.9
2019-03-29 22:00:00+01:00,39.89,39.89,39.89,41.58
2019-03-29 23:00:00+01:00,39.51,39.51,39.51,41.4
2019-03-30 00:00:00+01:00,38.68,38.68,38.68,43.05
2019-03-30 01:00:00+01:00,38.1,38.1,38.1,43.01
2019-03-30 02:00:00+01:00,37.96,37.96,37.96,41.49
2019-03-30 03:00:00+01:00,37.85,37.85,37.85,40.0
2019-03-30 04:00:00+01:00,37.76,37.76,37.76,37.5
2019-03-30 05:00:00+01:00,38.13,38.13,38.13,33.0
2019-03-30 06:00:00+01:00,38.09,38.09,38.09,34.42
2019-03-30 07:00:00+01:00,38.11,38.11,38.11,38.0
2019-03-30 08:00:00+01:00,38.33,38.33,38.33,39.43
2019-03-30 09:00:00+01:00,38.33,38.33,38.33,50.71
2019-03-30 10:00:00+01:00,38.22,38.22,38.22,53.7
2019-03-30 11:00:00+01:00,38.07,38.07,38.07,44.39
2019-03-30 12:00:00+01:00,37.93,37.93,37.93,34.37
2019-03-30 13:00:00+01:00,37.82,37.82,37.82,35.8
2019-03-30 14:00:00+01:00,37.58,37.58,37.58,34.0
2019-03-30 15:00:00+01:00,37.56,37.56,37.56,33.0
2019-03-30 16:00:00+01:00,37.89,37.89,37.89,34.0
2019-03-30 17:00:00+01:00,38.68,38.68,38.68,39.46
2019-03-30 18:00:00+01:00,39.29,39.29,39.29,41.71
2019-03-30 19:00:00+01:00,39.49,39.49,39.49,58.97
2019-03-30 20:00:00+01:00,39.56,39.56,39.56,62.4
2019-03-30 21:00:00+01:00,39.23,39.23,39.23,45.0
2019-03-30 22:00:00+01:00,38.99,38.99,38.99,39.95
2019-03-30 23:00:00+01:00,38.64,38.64,38.64,32.99
2019-03-31 00:00:00+01:00,38.82,38.82,38.82,47.5
2019-03-31 01:00:00+01:00,38.56,38.56,38.56,41.94
2019-03-31 03:00:00+02:00,38.74,38.74,38.74,43.03
2019-03-31 04:00:00+02:00,38.61,38.61,38.61,34.0
2019-03-31 05:00:00+02:00,38.61,38.61,38.61,29.7
2019-03-31 06:00:00+02:00,38.55,38.55,38.55,27.38
2019-03-31 07:00:00+02:00,38.56,38.56,38.56,29.98
2019-03-31 08:00:00+02:00,38.61,38.61,38.61,29.05
2019-03-31 09:00:00+02:00,38.64,38.64,38.64,32.0
2019-03-31 10:00:00+02:00,38.66,38.66,38.66,36.4
2019-03-31 11:00:00+02:00,38.62,38.62,38.62,40.84
2019-03-31 12:00:00+02:00,38.58,38.58,38.58,41.01
2019-03-31 13:00:00+02:00,38.46,38.46,38.46,44.0
2019-03-31 14:00:00+02:00,38.36,38.36,38.36,37.31
2019-03-31 15:00:00+02:00,38.21,38.21,38.21,36.0
2019-03-31 16:00:00+02:00,38.01,38.01,38.01,35.7
2019-03-31 17:00:00+02:00,38.21,38.21,38.21,39.25
2019-03-31 18:00:00+02:00,38.51,38.51,38.51,41.05
2019-03-31 19:00:00+02:00,39.12,39.12,39.12,48.0
2019-03-31 20:00:00+02:00,40.46,40.46,40.46,55.98
2019-03-31 21:00:00+02:00,39.28,39.28,39.28,56.0
2019-03-31 22:00:00+02:00,39.26,39.26,39.26,41.0
2019-03-31 23:00:00+02:00,38.67,38.67,38.67,35.6
2019-04-01 00:00:00+02:00,38.74,38.74,38.74,41.33
2019-04-01 01:00:00+02:00,38.59,38.59,38.59,26.43
2019-04-01 02:00:00+02:00,38.59,38.59,38.59,29.24
2019-04-01 03:00:00+02:00,38.59,38.59,38.59,35.1
2019-04-01 04:00:00+02:00,38.29,38.29,38.29,30.91
2019-04-01 05:00:00+02:00,39.47,39.47,39.47,32.26
2019-04-01 06:00:00+02:00,41.58,41.58,41.58,40.52
2019-04-01 07:00:00+02:00,44.72,44.72,44.72,49.27
2019-04-01 08:00:00+02:00,48.28,48.28,48.28,50.42
2019-04-01 09:00:00+02:00,44.24,44.24,44.24,59.0
2019-04-01 10:00:00+02:00,41.61,41.61,41.61,52.0
2019-04-01 11:00:00+02:00,40.07,40.07,40.07,36.03
2019-04-01 12:00:00+02:00,39.2,39.2,39.2,35.5
2019-04-01 13:00:00+02:00,38.98,38.98,38.98,32.4
2019-04-01 14:00:00+02:00,37.96,37.96,37.96,30.3
2019-04-01 15:00:00+02:00,37.92,37.92,37.92,30.3
2019-04-01 16:00:00+02:00,37.95,37.95,37.95,35.61
2019-04-01 17:00:00+02:00,38.67,38.67,38.67,36.3
2019-04-01 18:00:00+02:00,40.62,40.62,40.62,50.8
2019-04-01 19:00:00+02:00,41.35,41.35,41.35,59.92
2019-04-01 20:00:00+02:00,41.0,41.0,41.0,59.94
2019-04-01 21:00:00+02:00,39.59,39.59,39.59,59.95
2019-04-01 22:00:00+02:00,38.51,38.51,38.51,45.0
2019-04-01 23:00:00+02:00,38.02,38.02,38.02,37.4
2019-04-02 00:00:00+02:00,37.09,37.09,37.09,39.61
2019-04-02 01:00:00+02:00,37.03,37.03,37.03,33.2
2019-04-02 02:00:00+02:00,36.94,36.94,36.94,33.14
2019-04-02 03:00:00+02:00,36.94,36.94,36.94,33.84
2019-04-02 04:00:00+02:00,36.7,36.7,36.7,37.1
2019-04-02 05:00:00+02:00,36.67,36.67,36.67,34.1
2019-04-02 06:00:00+02:00,39.63,39.63,39.63,38.0
2019-04-02 07:00:00+02:00,42.18,42.18,42.18,45.06
2019-04-02 08:00:00+02:00,42.16,42.16,42.16,40.39
2019-04-02 09:00:00+02:00,40.5,40.5,40.5,54.0
2019-04-02 10:00:00+02:00,39.4,39.4,39.4,55.8
2019-04-02 11:00:00+02:00,38.69,38.69,38.69,51.95
2019-04-02 12:00:00+02:00,38.58,38.58,38.58,44.9
2019-04-02 13:00:00+02:00,38.64,38.64,38.64,38.0
2019-04-02 14:00:00+02:00,37.77,37.77,37.77,34.57
2019-04-02 15:00:00+02:00,37.75,37.75,37.75,33.37
2019-04-02 16:00:00+02:00,37.52,37.52,37.52,33.93
2019-04-02 17:00:00+02:00,37.78,37.78,37.78,38.0
2019-04-02 18:00:00+02:00,39.03,39.03,39.03,51.1
2019-04-02 19:00:00+02:00,39.57,39.57,39.57,57.0
2019-04-02 20:00:00+02:00,39.43,39.43,39.43,57.2
2019-04-02 21:00:00+02:00,39.31,39.31,39.31,53.8
2019-04-02 22:00:00+02:00,38.91,38.91,38.91,40.8
2019-04-02 23:00:00+02:00,37.89,37.89,37.89,34.7
2019-04-03 00:00:00+02:00,37.16,37.16,37.16,45.24
2019-04-03 01:00:00+02:00,37.3,37.3,37.3,31.91
2019-04-03 02:00:00+02:00,37.26,37.26,37.26,28.95
2019-04-03 03:00:00+02:00,37.26,37.26,37.26,30.98
2019-04-03 04:00:00+02:00,36.93,36.93,36.93,28.83
2019-04-03 05:00:00+02:00,38.43,38.43,38.43,30.85
2019-04-03 06:00:00+02:00,40.75,40.75,40.75,37.77
2019-04-03 07:00:00+02:00,42.79,42.79,42.79,42.53
2019-04-03 08:00:00+02:00,43.07,43.07,43.07,46.07
2019-04-03 09:00:00+02:00,42.84,42.84,42.84,48.43
2019-04-03 10:00:00+02:00,42.7,42.7,42.7,43.6
2019-04-03 11:00:00+02:00,42.48,42.48,42.48,42.37
2019-04-03 12:00:00+02:00,42.4,42.4,42.4,39.73
2019-04-03 13:00:00+02:00,41.73,41.73,41.73,38.0
2019-04-03 14:00:00+02:00,40.77,40.77,40.77,36.82
2019-04-03 15:00:00+02:00,40.48,40.48,40.48,36.71
2019-04-03 16:00:00+02:00,40.73,40.73,40.73,36.93
2019-04-03 17:00:00+02:00,41.08,41.08,41.08,43.0
2019-04-03 18:00:00+02:00,41.26,41.26,41.26,48.0
2019-04-03 19:00:00+02:00,41.39,41.39,41.39,53.99
2019-04-03 20:00:00+02:00,40.89,40.89,40.89,55.41
2019-04-03 21:00:00+02:00,40.37,40.37,40.37,54.0
2019-04-03 22:00:00+02:00,39.74,39.74,39.74,43.93
2019-04-03 23:00:00+02:00,38.56,38.56,38.56,37.58
2019-04-04 00:00:00+02:00,38.02,38.02,38.02,36.31
2019-04-04 01:00:00+02:00,37.95,37.95,37.95,30.81
2019-04-04 02:00:00+02:00,37.88,37.88,37.88,29.91
2019-04-04 03:00:00+02:00,37.81,37.81,37.81,32.6
2019-04-04 04:00:00+02:00,37.19,37.19,37.19,32.6
2019-04-04 05:00:00+02:00,38.63,38.63,38.63,32.46
2019-04-04 06:00:00+02:00,40.54,40.54,40.54,39.14
2019-04-04 07:00:00+02:00,42.67,42.67,42.67,48.1
2019-04-04 08:00:00+02:00,42.05,42.05,42.05,52.66
2019-04-04 09:00:00+02:00,41.55,41.55,41.55,54.0
2019-04-04 10:00:00+02:00,41.12,41.12,41.12,53.3
2019-04-04 11:00:00+02:00,40.94,40.94,40.94,49.8
2019-04-04 12:00:00+02:00,40.75,40.75,40.75,42.95
2019-04-04 13:00:00+02:00,40.33,40.33,40.33,36.5
2019-04-04 14:00:00+02:00,38.73,38.73,38.73,33.96
2019-04-04 15:00:00+02:00,38.37,38.37,38.37,33.7
2019-04-04 16:00:00+02:00,39.03,39.03,39.03,33.52
2019-04-04 17:00:00+02:00,39.86,39.86,39.86,35.12
2019-04-04 18:00:00+02:00,40.63,40.63,40.63,39.79
2019-04-04 19:00:00+02:00,40.71,40.71,40.71,44.43
2019-04-04 20:00:00+02:00,40.29,40.29,40.29,44.98
2019-04-04 21:00:00+02:00,39.66,39.66,39.66,41.09
2019-04-04 22:00:00+02:00,38.72,38.72,38.72,37.08
2019-04-04 23:00:00+02:00,37.78,37.78,37.78,32.42
2019-04-05 00:00:00+02:00,36.53,36.53,36.53,35.26
2019-04-05 01:00:00+02:00,36.48,36.48,36.48,30.71
2019-04-05 02:00:00+02:00,36.57,36.57,36.57,31.58
2019-04-05 03:00:00+02:00,36.22,36.22,36.22,32.4
2019-04-05 04:00:00+02:00,37.37,37.37,37.37,33.13
2019-04-05 05:00:00+02:00,39.18,39.18,39.18,33.9
2019-04-05 06:00:00+02:00,40.89,40.89,40.89,39.46
2019-04-05 07:00:00+02:00,42.44,42.44,42.44,45.79
2019-04-05 08:00:00+02:00,43.93,43.93,43.93,51.26
2019-04-05 09:00:00+02:00,43.17,43.17,43.17,48.72
2019-04-05 10:00:00+02:00,42.34,42.34,42.34,45.92
2019-04-05 11:00:00+02:00,41.29,41.29,41.29,39.5
2019-04-05 12:00:00+02:00,40.73,40.73,40.73,36.26
2019-04-05 13:00:00+02:00,40.08,40.08,40.08,34.95
2019-04-05 14:00:00+02:00,39.09,39.09,39.09,33.92
2019-04-05 15:00:00+02:00,38.84,38.84,38.84,33.6
2019-04-05 16:00:00+02:00,39.12,39.12,39.12,34.0
2019-04-05 17:00:00+02:00,39.98,39.98,39.98,36.04
2019-04-05 18:00:00+02:00,40.63,40.63,40.63,46.42
2019-04-05 19:00:00+02:00,40.6,40.6,40.6,51.42
2019-04-05 20:00:00+02:00,40.21,40.21,40.21,52.0
2019-04-05 21:00:00+02:00,40.46,40.46,40.46,52.0
2019-04-05 22:00:00+02:00,39.48,39.48,39.48,40.0
2019-04-05 23:00:00+02:00,39.16,39.16,39.16,36.8
2019-04-06 00:00:00+02:00,40.77,40.77,40.77,37.79
2019-04-06 01:00:00+02:00,40.22,40.22,40.22,36.06
2019-04-06 02:00:00+02:00,39.58,39.58,39.58,37.38
2019-04-06 03:00:00+02:00,39.21,39.21,39.21,37.85
2019-04-06 04:00:00+02:00,39.13,39.13,39.13,42.1
2019-04-06 05:00:00+02:00,39.09,39.09,39.09,41.6
2019-04-06 06:00:00+02:00,40.24,40.24,40.24,45.07
2019-04-06 07:00:00+02:00,40.69,40.69,40.69,51.28
2019-04-06 08:00:00+02:00,41.62,41.62,41.62,38.99
2019-04-06 09:00:00+02:00,41.67,41.67,41.67,46.0
2019-04-06 10:00:00+02:00,41.17,41.17,41.17,55.0
2019-04-06 11:00:00+02:00,40.25,40.25,40.25,50.0
2019-04-06 12:00:00+02:00,39.12,39.12,39.12,50.0
2019-04-06 13:00:00+02:00,39.14,39.14,39.14,43.5
2019-04-06 14:00:00+02:00,38.67,38.67,38.67,38.0
2019-04-06 15:00:00+02:00,38.4,38.4,38.4,36.4
2019-04-06 16:00:00+02:00,38.61,38.61,38.61,36.0
2019-04-06 17:00:00+02:00,39.65,39.65,39.65,41.99
2019-04-06 18:00:00+02:00,40.29,40.29,40.29,54.0
2019-04-06 19:00:00+02:00,40.9,40.9,40.9,58.19
2019-04-06 20:00:00+02:00,41.07,41.07,41.07,60.79
2019-04-06 21:00:00+02:00,40.38,40.38,40.38,61.5
2019-04-06 22:00:00+02:00,40.03,40.03,40.03,49.46
2019-04-06 23:00:00+02:00,39.9,39.9,39.9,40.3
2019-04-07 00:00:00+02:00,40.45,40.45,40.45,50.8
2019-04-07 01:00:00+02:00,39.91,39.91,39.91,37.6
2019-04-07 02:00:00+02:00,39.06,39.06,39.06,41.0
2019-04-07 03:00:00+02:00,39.05,39.05,39.05,43.97
2019-04-07 04:00:00+02:00,39.07,39.07,39.07,43.1
2019-04-07 05:00:00+02:00,39.16,39.16,39.16,41.9
2019-04-07 06:00:00+02:00,38.79,38.79,38.79,40.51
2019-04-07 07:00:00+02:00,39.43,39.43,39.43,38.32
2019-04-07 08:00:00+02:00,40.51,40.51,40.51,43.5
2019-04-07 09:00:00+02:00,40.66,40.66,40.66,43.61
2019-04-07 10:00:00+02:00,39.66,39.66,39.66,54.0
2019-04-07 11:00:00+02:00,39.54,39.54,39.54,54.3
2019-04-07 12:00:00+02:00,39.19,39.19,39.19,54.2
2019-04-07 13:00:00+02:00,38.88,38.88,38.88,47.0
2019-04-07 14:00:00+02:00,38.56,38.56,38.56,41.0
2019-04-07 15:00:00+02:00,38.35,38.35,38.35,37.43
2019-04-07 16:00:00+02:00,38.29,38.29,38.29,39.4
2019-04-07 17:00:00+02:00,39.16,39.16,39.16,48.0
2019-04-07 18:00:00+02:00,41.02,41.02,41.02,57.51
2019-04-07 19:00:00+02:00,42.22,42.22,42.22,60.4
2019-04-07 20:00:00+02:00,42.35,42.35,42.35,64.87
2019-04-07 21:00:00+02:00,42.5,42.5,42.5,64.0
2019-04-07 22:00:00+02:00,42.04,42.04,42.04,45.49
2019-04-07 23:00:00+02:00,41.65,41.65,41.65,39.79
2019-04-08 00:00:00+02:00,40.58,40.58,40.58,38.0
2019-04-08 01:00:00+02:00,39.1,39.1,39.1,34.92
2019-04-08 02:00:00+02:00,38.59,38.59,38.59,33.41
2019-04-08 03:00:00+02:00,38.39,38.39,38.39,41.03
2019-04-08 04:00:00+02:00,38.43,38.43,38.43,39.0
2019-04-08 05:00:00+02:00,40.6,40.6,40.6,36.89
2019-04-08 06:00:00+02:00,42.59,42.59,42.59,48.54
2019-04-08 07:00:00+02:00,44.43,44.43,44.43,52.37
2019-04-08 08:00:00+02:00,44.84,44.84,44.84,52.83
2019-04-08 09:00:00+02:00,44.49,44.49,44.49,59.45
2019-04-08 10:00:00+02:00,44.17,44.17,44.17,62.0
2019-04-08 11:00:00+02:00,42.98,42.98,42.98,57.0
2019-04-08 12:00:00+02:00,42.35,42.35,42.35,51.89
2019-04-08 13:00:00+02:00,41.85,41.85,41.85,46.0
2019-04-08 14:00:00+02:00,40.42,40.42,40.42,40.3
2019-04-08 15:00:00+02:00,40.17,40.17,40.17,39.27
2019-04-08 16:00:00+02:00,40.76,40.76,40.76,39.7
2019-04-08 17:00:00+02:00,41.81,41.81,41.81,41.3
2019-04-08 18:00:00+02:00,43.1,43.1,43.1,54.99
2019-04-08 19:00:00+02:00,43.95,43.95,43.95,57.54
2019-04-08 20:00:00+02:00,43.25,43.25,43.25,58.0
2019-04-08 21:00:00+02:00,42.38,42.38,42.38,60.1
2019-04-08 22:00:00+02:00,41.01,41.01,41.01,41.31
2019-04-08 23:00:00+02:00,38.9,38.9,38.9,40.0
2019-04-09 00:00:00+02:00,39.84,39.84,39.84,42.0
2019-04-09 01:00:00+02:00,39.79,39.79,39.79,36.44
2019-04-09 02:00:00+02:00,39.8,39.8,39.8,36.47
2019-04-09 03:00:00+02:00,39.77,39.77,39.77,43.92
2019-04-09 04:00:00+02:00,39.72,39.72,39.72,39.53
2019-04-09 05:00:00+02:00,40.79,40.79,40.79,36.48
2019-04-09 06:00:00+02:00,44.15,44.15,44.15,41.87
2019-04-09 07:00:00+02:00,47.0,47.0,47.0,45.87
2019-04-09 08:00:00+02:00,49.8,49.8,49.8,46.5
2019-04-09 09:00:00+02:00,47.03,47.03,47.03,49.96
2019-04-09 10:00:00+02:00,45.61,45.61,45.61,57.49
2019-04-09 11:00:00+02:00,44.4,44.4,44.4,56.2
2019-04-09 12:00:00+02:00,43.15,43.15,43.15,50.0
2019-04-09 13:00:00+02:00,42.29,42.29,42.29,45.6
2019-04-09 14:00:00+02:00,40.9,40.9,40.9,39.24
2019-04-09 15:00:00+02:00,40.68,40.68,40.68,38.83
2019-04-09 16:00:00+02:00,41.48,41.48,41.48,39.13
2019-04-09 17:00:00+02:00,42.06,42.06,42.06,50.0
2019-04-09 18:00:00+02:00,43.53,43.53,43.53,60.0
2019-04-09 19:00:00+02:00,45.05,45.05,45.05,58.0
2019-04-09 20:00:00+02:00,44.47,44.47,44.47,58.0
2019-04-09 21:00:00+02:00,42.7,42.7,42.7,58.2
2019-04-09 22:00:00+02:00,42.07,42.07,42.07,48.0
2019-04-09 23:00:00+02:00,40.36,40.36,40.36,41.0
2019-04-10 00:00:00+02:00,40.47,40.47,40.47,41.87
2019-04-10 01:00:00+02:00,40.11,40.11,40.11,38.31
2019-04-10 02:00:00+02:00,39.93,39.93,39.93,39.01
2019-04-10 03:00:00+02:00,39.95,39.95,39.95,39.8
2019-04-10 04:00:00+02:00,39.88,39.88,39.88,42.08
2019-04-10 05:00:00+02:00,42.26,42.26,42.26,39.6
2019-04-10 06:00:00+02:00,44.37,44.37,44.37,45.01
2019-04-10 07:00:00+02:00,48.79,48.79,48.79,48.27
2019-04-10 08:00:00+02:00,55.95,55.95,55.95,51.45
2019-04-10 09:00:00+02:00,48.97,48.97,48.97,60.9
2019-04-10 10:00:00+02:00,46.15,46.15,46.15,58.2
2019-04-10 11:00:00+02:00,44.5,44.5,44.5,52.0
2019-04-10 12:00:00+02:00,43.88,43.88,43.88,46.3
2019-04-10 13:00:00+02:00,43.53,43.53,43.53,40.49
2019-04-10 14:00:00+02:00,42.41,42.41,42.41,39.08
2019-04-10 15:00:00+02:00,42.43,42.43,42.43,38.98
2019-04-10 16:00:00+02:00,43.46,43.46,43.46,40.0
2019-04-10 17:00:00+02:00,44.01,44.01,44.01,42.62
2019-04-10 18:00:00+02:00,45.09,45.09,45.09,55.65
2019-04-10 19:00:00+02:00,45.68,45.68,45.68,63.0
2019-04-10 20:00:00+02:00,45.79,45.79,45.79,65.7
2019-04-10 21:00:00+02:00,44.26,44.26,44.26,67.0
2019-04-10 22:00:00+02:00,43.65,43.65,43.65,56.57
2019-04-10 23:00:00+02:00,42.01,42.01,42.01,41.0
2019-04-11 00:00:00+02:00,42.47,42.47,42.47,44.08
2019-04-11 01:00:00+02:00,41.94,41.94,41.94,40.0
2019-04-11 02:00:00+02:00,41.9,41.9,41.9,39.99
2019-04-11 03:00:00+02:00,41.96,41.96,41.96,40.99
2019-04-11 04:00:00+02:00,42.3,42.3,42.3,41.55
2019-04-11 05:00:00+02:00,43.92,43.92,43.92,41.14
2019-04-11 06:00:00+02:00,47.91,47.91,47.91,44.95
2019-04-11 07:00:00+02:00,54.6,54.6,54.6,51.3
2019-04-11 08:00:00+02:00,57.34,57.34,57.34,61.0
2019-04-11 09:00:00+02:00,50.04,50.04,50.04,65.0
2019-04-11 10:00:00+02:00,48.55,48.55,48.55,62.49
2019-04-11 11:00:00+02:00,47.5,47.5,47.5,57.8
2019-04-11 12:00:00+02:00,47.44,47.44,47.44,49.2
2019-04-11 13:00:00+02:00,47.48,47.48,47.48,44.75
2019-04-11 14:00:00+02:00,45.96,45.96,45.96,42.75
2019-04-11 15:00:00+02:00,45.28,45.28,45.28,42.0
2019-04-11 16:00:00+02:00,46.05,46.05,46.05,42.2
2019-04-11 17:00:00+02:00,46.27,46.27,46.27,44.6
2019-04-11 18:00:00+02:00,47.69,47.69,47.69,62.44
2019-04-11 19:00:00+02:00,48.75,48.75,48.75,68.0
2019-04-11 20:00:00+02:00,49.35,49.35,49.35,71.2
2019-04-11 21:00:00+02:00,47.96,47.96,47.96,74.1
2019-04-11 22:00:00+02:00,47.2,47.2,47.2,60.2
2019-04-11 23:00:00+02:00,45.11,45.11,45.11,44.13
2019-04-12 00:00:00+02:00,44.0,44.0,44.0,45.1
2019-04-12 01:00:00+02:00,43.68,43.68,43.68,37.6
2019-04-12 02:00:00+02:00,43.59,43.59,43.59,37.59
2019-04-12 03:00:00+02:00,43.7,43.7,43.7,37.6
2019-04-12 04:00:00+02:00,44.19,44.19,44.19,37.6
2019-04-12 05:00:00+02:00,45.92,45.92,45.92,37.4
2019-04-12 06:00:00+02:00,47.52,47.52,47.52,43.93
2019-04-12 07:00:00+02:00,57.09,57.09,57.09,52.38
2019-04-12 08:00:00+02:00,58.16,58.16,58.16,58.0
2019-04-12 09:00:00+02:00,49.9,49.9,49.9,61.6
2019-04-12 10:00:00+02:00,48.4,48.4,48.4,58.94
2019-04-12 11:00:00+02:00,46.99,46.99,46.99,52.73
2019-04-12 12:00:00+02:00,45.95,45.95,45.95,50.0
2019-04-12 13:00:00+02:00,45.2,45.2,45.2,46.4
2019-04-12 14:00:00+02:00,44.15,44.15,44.15,40.0
2019-04-12 15:00:00+02:00,43.57,43.57,43.57,39.0
2019-04-12 16:00:00+02:00,43.61,43.61,43.61,39.28
2019-04-12 17:00:00+02:00,44.0,44.0,44.0,40.2
2019-04-12 18:00:00+02:00,45.72,45.72,45.72,49.76
2019-04-12 19:00:00+02:00,46.88,46.88,46.88,49.0
2019-04-12 20:00:00+02:00,47.02,47.02,47.02,52.95
2019-04-12 21:00:00+02:00,45.36,45.36,45.36,52.61
2019-04-12 22:00:00+02:00,44.72,44.72,44.72,49.0
2019-04-12 23:00:00+02:00,43.83,43.83,43.83,38.47
2019-04-13 00:00:00+02:00,44.78,44.78,44.78,50.1
2019-04-13 01:00:00+02:00,43.89,43.89,43.89,38.63
2019-04-13 02:00:00+02:00,43.41,43.41,43.41,37.78
2019-04-13 03:00:00+02:00,43.09,43.09,43.09,37.93
2019-04-13 04:00:00+02:00,43.32,43.32,43.32,40.04
2019-04-13 05:00:00+02:00,43.3,43.3,43.3,38.1
2019-04-13 06:00:00+02:00,43.88,43.88,43.88,40.0
2019-04-13 07:00:00+02:00,44.99,44.99,44.99,48.0
2019-04-13 08:00:00+02:00,46.14,46.14,46.14,51.64
2019-04-13 09:00:00+02:00,45.9,45.9,45.9,54.99
2019-04-13 10:00:00+02:00,44.65,44.65,44.65,56.5
2019-04-13 11:00:00+02:00,44.04,44.04,44.04,52.56
2019-04-13 12:00:00+02:00,43.82,43.82,43.82,42.04
2019-04-13 13:00:00+02:00,43.45,43.45,43.45,38.43
2019-04-13 14:00:00+02:00,43.18,43.18,43.18,36.93
2019-04-13 15:00:00+02:00,42.96,42.96,42.96,35.97
2019-04-13 16:00:00+02:00,43.02,43.02,43.02,35.96
2019-04-13 17:00:00+02:00,43.46,43.46,43.46,38.46
2019-04-13 18:00:00+02:00,44.13,44.13,44.13,46.0
2019-04-13 19:00:00+02:00,44.99,44.99,44.99,54.0
2019-04-13 20:00:00+02:00,45.27,45.27,45.27,56.1
2019-04-13 21:00:00+02:00,44.11,44.11,44.11,59.98
2019-04-13 22:00:00+02:00,43.6,43.6,43.6,51.0
2019-04-13 23:00:00+02:00,43.21,43.21,43.21,40.29
2019-04-14 00:00:00+02:00,42.74,42.74,42.74,49.8
2019-04-14 01:00:00+02:00,42.51,42.51,42.51,40.2
2019-04-14 02:00:00+02:00,42.37,42.37,42.37,39.22
2019-04-14 03:00:00+02:00,42.45,42.45,42.45,37.95
2019-04-14 04:00:00+02:00,42.49,42.49,42.49,37.5
2019-04-14 05:00:00+02:00,42.6,42.6,42.6,36.08
2019-04-14 06:00:00+02:00,42.89,42.89,42.89,33.12
2019-04-14 07:00:00+02:00,43.04,43.04,43.04,35.0
2019-04-14 08:00:00+02:00,43.21,43.21,43.21,43.5
2019-04-14 09:00:00+02:00,43.66,43.66,43.66,42.0
2019-04-14 10:00:00+02:00,43.45,43.45,43.45,40.45
2019-04-14 11:00:00+02:00,43.13,43.13,43.13,46.01
2019-04-14 12:00:00+02:00,42.87,42.87,42.87,45.0
2019-04-14 13:00:00+02:00,42.65,42.65,42.65,50.0
2019-04-14 14:00:00+02:00,42.47,42.47,42.47,43.3
2019-04-14 15:00:00+02:00,42.31,42.31,42.31,42.6
2019-04-14 16:00:00+02:00,42.23,42.23,42.23,45.0
2019-04-14 17:00:00+02:00,42.32,42.32,42.32,48.0
2019-04-14 18:00:00+02:00,43.26,43.26,43.26,54.0
2019-04-14 19:00:00+02:00,44.7,44.7,44.7,52.86
2019-04-14 20:00:00+02:00,45.62,45.62,45.62,58.59
